"","mgi_symbol","Frequency.x","WT_percent_Myh11_TFs","Frequency.y","MutAll_percent_Myh11_TFs","Δfrequency","Δpercent","Murine_RNA-seq_cluster_UP","Murine_RNA-seq_cluster_DOWN"
"25583","Cst6",801,8.25773195876289,797,8.21649484536083,4,0.0412371134020599,"NAcluster_5,","NAcluster_1,cluster_2,cluster_3,"
"25586","Sdf2l1",801,8.25773195876289,780,8.04123711340206,21,0.216494845360829,NA,"NAcluster_1,"
"25592","Col16a1",801,8.25773195876289,797,8.21649484536083,4,0.0412371134020599,NA,"NAcluster_1,cluster_2,"
"25597","Gadd45g",801,8.25773195876289,794,8.18556701030928,7,0.0721649484536098,"NAcluster_6,",NA
"25598","Serpinb9",801,8.25773195876289,799,8.23711340206186,2,0.0206185567010291,"NAcluster_1,",NA
"25649","Fbln1",800,8.24742268041237,797,8.21649484536083,3,0.030927835051541,"NAcluster_1,cluster_4,",NA
"25667","Dkk3",800,8.24742268041237,794,8.18556701030928,6,0.0618556701030908,"NAcluster_1,cluster_5,","NAcluster_6,cluster_7,"
"25706","Ucma",799,8.23711340206186,796,8.20618556701031,3,0.0309278350515498,"NAcluster_7,","NAcluster_1,cluster_3,cluster_5,"
"25744","Tppp3",799,8.23711340206186,746,7.69072164948454,53,0.54639175257732,"NAcluster_5,","NAcluster_6,cluster_7,"
"25751","Mafb",799,8.23711340206186,794,8.18556701030928,5,0.0515463917525807,NA,"NAcluster_7,"
"25823","Klf10",797,8.21649484536083,789,8.1340206185567,8,0.0824742268041287,NA,"NAcluster_1,"
"25832","Ier3",797,8.21649484536083,794,8.18556701030928,3,0.0309278350515498,"NAcluster_6,","NAcluster_1,cluster_5,"
"25835","Mt1",797,8.21649484536083,794,8.18556701030928,3,0.0309278350515498,"NAcluster_1,cluster_6,","NAcluster_3,cluster_7,"
"25865","Ctsd",797,8.21649484536083,795,8.19587628865979,2,0.0206185567010397,NA,"NAcluster_6,"
"25876","Acta2",796,8.20618556701031,793,8.17525773195876,3,0.0309278350515498,"NAcluster_1,cluster_2,cluster_3,","NAcluster_5,cluster_6,cluster_7,"
"25878","Rbp4",796,8.20618556701031,792,8.16494845360825,4,0.0412371134020599,"NAcluster_1,cluster_7,","NAcluster_5,"
"25885","Crispld1",796,8.20618556701031,796,8.20618556701031,0,0,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,"
"25887","Nes",796,8.20618556701031,796,8.20618556701031,0,0,"NAcluster_1,",NA
"25967","Xylt1",795,8.19587628865979,785,8.09278350515464,10,0.103092783505149,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,"
"25991","Ndrg1",794,8.18556701030928,780,8.04123711340206,14,0.14432989690722,"NAcluster_2,",NA
"26008","Krt18",794,8.18556701030928,789,8.1340206185567,5,0.0515463917525789,"NAcluster_1,",NA
"26058","Ncam1",793,8.17525773195876,787,8.11340206185567,6,0.0618556701030908,"NAcluster_1,cluster_2,","NAcluster_7,"
"26079","Wnt16",793,8.17525773195876,789,8.1340206185567,4,0.0412371134020599,"NAcluster_1,",NA
"26086","Fabp5",793,8.17525773195876,786,8.10309278350515,7,0.0721649484536098,NA,"NAcluster_5,"
"26096","Anln",793,8.17525773195876,790,8.14432989690722,3,0.030927835051541,"NAcluster_1,",NA
"26101","Creb3l1",793,8.17525773195876,792,8.16494845360825,1,0.0103092783505101,NA,"NAcluster_1,"
"26102","Bok",793,8.17525773195876,789,8.1340206185567,4,0.0412371134020599,"NAcluster_5,","NAcluster_7,"
"26129","Ly6c1",792,8.16494845360825,788,8.12371134020619,4,0.0412371134020599,"NAcluster_4,cluster_5,","NAcluster_1,cluster_7,"
"26166","Tpm4",792,8.16494845360825,778,8.02061855670103,14,0.14432989690722,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"26167","Cxcl14",792,8.16494845360825,787,8.11340206185567,5,0.0515463917525807,"NAcluster_4,","NAcluster_1,cluster_7,"
"26260","Grn",791,8.15463917525773,773,7.96907216494845,18,0.185567010309279,"NAcluster_4,","NAcluster_6,cluster_7,"
"26781","Gabarapl1",790,8.14432989690722,788,8.12371134020619,2,0.0206185567010291,"NAcluster_2,","NAcluster_6,cluster_7,"
"26787","Emp1",790,8.14432989690722,787,8.11340206185567,3,0.0309278350515498,"NAcluster_5,","NAcluster_1,cluster_7,"
"26822","Tmsb10",789,8.1340206185567,782,8.06185567010309,7,0.0721649484536098,"NAcluster_2,cluster_3,cluster_4,","NAcluster_1,cluster_6,cluster_7,"
"26824","Ecm1",789,8.1340206185567,787,8.11340206185567,2,0.0206185567010309,"NAcluster_3,cluster_5,","NAcluster_7,"
"26933","Gstm1",788,8.12371134020619,785,8.09278350515464,3,0.0309278350515498,"NAcluster_1,cluster_2,","NAcluster_7,"
"27467","Ace",787,8.11340206185567,784,8.08247422680412,3,0.0309278350515498,"NAcluster_1,cluster_2,","NAcluster_7,"
"27519","Txn1",786,8.10309278350515,781,8.05154639175258,5,0.05154639175257,NA,"NAcluster_7,"
"27553","Klf2",785,8.09278350515464,782,8.06185567010309,3,0.0309278350515498,"NAcluster_6,","NAcluster_1,"
"27556","Perp",785,8.09278350515464,785,8.09278350515464,0,0,"NAcluster_1,",NA
"27577","Tnfrsf12a",784,8.08247422680412,778,8.02061855670103,6,0.061855670103089,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"27604","Aoc3",784,8.08247422680412,773,7.96907216494845,11,0.11340206185567,"NAcluster_1,cluster_3,",NA
"27646","Angpt2",783,8.07216494845361,781,8.05154639175258,2,0.0206185567010291,"NAcluster_3,","NAcluster_7,"
"27655","Lrp1",783,8.07216494845361,732,7.54639175257732,51,0.525773195876289,"NAcluster_5,","NAcluster_1,cluster_2,"
"27666","Fabp4",783,8.07216494845361,779,8.03092783505155,4,0.0412371134020599,"NAcluster_1,","NAcluster_7,"
"27675","Cp",783,8.07216494845361,781,8.05154639175258,2,0.0206185567010291,"NAcluster_6,cluster_7,","NAcluster_1,cluster_3,cluster_5,"
"27681","Mdk",783,8.07216494845361,777,8.01030927835052,6,0.061855670103089,"NAcluster_2,cluster_4,",NA
"27696","Laptm5",782,8.06185567010309,781,8.05154639175258,1,0.0103092783505101,NA,"NAcluster_1,cluster_3,cluster_5,"
"27711","Vcan",782,8.06185567010309,724,7.4639175257732,58,0.597938144329891,"NAcluster_1,","NAcluster_6,cluster_7,"
"27740","Ccl9",782,8.06185567010309,771,7.94845360824742,11,0.113402061855671,NA,"NAcluster_1,"
"27936","Mmp14",779,8.03092783505155,774,7.97938144329897,5,0.0515463917525798,"NAcluster_3,cluster_4,cluster_5,","NAcluster_1,cluster_7,"
"27942","Fmod",779,8.03092783505155,771,7.94845360824742,8,0.0824742268041296,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,"
"27977","Cilp2",778,8.02061855670103,772,7.95876288659794,6,0.0618556701030908,"NAcluster_7,","NAcluster_1,cluster_3,"
"28035","Adamts2",777,8.01030927835052,766,7.89690721649485,11,0.113402061855671,"NAcluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"28046","Gadd45b",777,8.01030927835052,772,7.95876288659794,5,0.0515463917525807,"NAcluster_3,cluster_6,","NAcluster_5,"
"28057","Serpine1",777,8.01030927835052,770,7.93814432989691,7,0.0721649484536107,"NAcluster_3,",NA
"28102","Lamc3",776,8,771,7.94845360824742,5,0.0515463917525798,"NAcluster_1,",NA
"28118","Cd14",775,7.98969072164948,769,7.92783505154639,6,0.0618556701030899,NA,"NAcluster_1,"
"28151","Inhba",775,7.98969072164948,771,7.94845360824742,4,0.0412371134020599,"NAcluster_5,","NAcluster_7,"
"28172","Eps8l2",775,7.98969072164948,771,7.94845360824742,4,0.0412371134020599,"NAcluster_7,",NA
"28174","Psmb10",774,7.97938144329897,767,7.90721649484536,7,0.0721649484536098,"NAcluster_4,",NA
"28179","Lrg1",774,7.97938144329897,770,7.93814432989691,4,0.0412371134020599,"NAcluster_2,",NA
"28216","Gja4",774,7.97938144329897,772,7.95876288659794,2,0.02061855670103,"NAcluster_3,",NA
"28276","Actg1",773,7.96907216494845,769,7.92783505154639,4,0.0412371134020599,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"28402","Igfbp6",771,7.94845360824742,755,7.78350515463918,16,0.164948453608241,"NAcluster_5,","NAcluster_1,cluster_3,"
"28632","Znhit6",770,7.93814432989691,748,7.71134020618557,22,0.22680412371134,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,"
"28670","Ptprz1",769,7.92783505154639,766,7.89690721649485,3,0.0309278350515401,"NAcluster_1,",NA
"28673","Nbl1",769,7.92783505154639,718,7.4020618556701,51,0.52577319587629,"NAcluster_4,cluster_5,","NAcluster_7,"
"28811","Bst2",767,7.90721649484536,713,7.35051546391753,54,0.55670103092783,NA,"NAcluster_7,"
"29524","Tfrc",766,7.89690721649485,764,7.87628865979381,2,0.0206185567010397,"NAcluster_7,",NA
"30322","Nnmt",765,7.88659793814433,761,7.84536082474227,4,0.0412371134020599,"NAcluster_4,","NAcluster_7,"
"30358","Dpt",765,7.88659793814433,760,7.83505154639175,5,0.0515463917525807,"NAcluster_3,cluster_4,cluster_5,","NAcluster_1,cluster_2,cluster_7,"
"30864","Slc9a3r1",765,7.88659793814433,762,7.85567010309278,3,0.0309278350515507,"NAcluster_1,",NA
"30867","Cst3",765,7.88659793814433,764,7.87628865979381,1,0.0103092783505199,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,"
"30913","Cdkn1a",764,7.87628865979381,756,7.79381443298969,8,0.0824742268041208,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,"
"31421","Hmgb2",763,7.8659793814433,756,7.79381443298969,7,0.0721649484536107,NA,"NAcluster_5,"
"31435","C1qa",763,7.8659793814433,759,7.82474226804124,4,0.0412371134020599,NA,"NAcluster_1,cluster_5,cluster_7,"
"31491","Cdh11",762,7.85567010309278,760,7.83505154639175,2,0.02061855670103,"NAcluster_4,",NA
"31986","Susd5",762,7.85567010309278,757,7.80412371134021,5,0.0515463917525691,"NAcluster_7,","NAcluster_3,cluster_4,cluster_5,"
"32033","Id1",760,7.83505154639175,759,7.82474226804124,1,0.0103092783505092,"NAcluster_6,cluster_7,","NAcluster_1,cluster_5,"
"32038","Tubb2a",760,7.83505154639175,739,7.61855670103093,21,0.21649484536082,"NAcluster_7,","NAcluster_1,cluster_2,"
"32069","Gng11",760,7.83505154639175,755,7.78350515463918,5,0.05154639175257,"NAcluster_5,","NAcluster_1,cluster_7,"
"32120","Tpm2",759,7.82474226804124,754,7.77319587628866,5,0.0515463917525807,"NAcluster_1,cluster_2,cluster_3,","NAcluster_5,cluster_6,cluster_7,"
"32122","Tubb4b",759,7.82474226804124,749,7.72164948453608,10,0.10309278350516,NA,"NAcluster_7,"
"32131","Scara3",758,7.81443298969072,749,7.72164948453608,9,0.0927835051546397,"NAcluster_6,","NAcluster_1,cluster_2,cluster_3,"
"32145","Aqp1",758,7.81443298969072,751,7.74226804123711,7,0.0721649484536098,"NAcluster_2,cluster_3,cluster_5,","NAcluster_6,cluster_7,"
"32252","Eln",758,7.81443298969072,751,7.74226804123711,7,0.0721649484536098,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"32268","Cox4i2",757,7.80412371134021,747,7.70103092783505,10,0.10309278350516,"NAcluster_7,",NA
"32406","Bglap",755,7.78350515463918,753,7.76288659793814,2,0.0206185567010397,"NAcluster_7,","NAcluster_5,"
"32439","Sox4",754,7.77319587628866,738,7.60824742268041,16,0.16494845360825,"NAcluster_2,cluster_3,cluster_4,","NAcluster_7,"
"32443","Mustn1",754,7.77319587628866,751,7.74226804123711,3,0.0309278350515498,"NAcluster_1,cluster_3,","NAcluster_6,cluster_7,"
"32486","Maged2",753,7.76288659793814,746,7.69072164948454,7,0.0721649484536,"NAcluster_7,","NAcluster_1,cluster_2,"
"33233","Chadl",751,7.74226804123711,748,7.71134020618557,3,0.0309278350515401,"NAcluster_7,",NA
"33235","Ramp1",751,7.74226804123711,749,7.72164948453608,2,0.02061855670103,"NAcluster_1,cluster_7,","NAcluster_5,"
"33259","Dnajb1",750,7.7319587628866,745,7.68041237113402,5,0.0515463917525798,"NAcluster_6,","NAcluster_5,"
"33300","Il18bp",750,7.7319587628866,748,7.71134020618557,2,0.02061855670103,"NAcluster_4,",NA
"33314","Ehd4",749,7.72164948453608,741,7.63917525773196,8,0.0824742268041199,"NAcluster_2,",NA
"33351","Rasl12",749,7.72164948453608,747,7.70103092783505,2,0.02061855670103,"NAcluster_1,",NA
"33430","Lrrc17",747,7.70103092783505,742,7.64948453608247,5,0.0515463917525798,"NAcluster_1,",NA
"33818","Clu",746,7.69072164948454,742,7.64948453608247,4,0.0412371134020697,"NAcluster_6,","NAcluster_1,cluster_3,"
"33822","Sat1",746,7.69072164948454,744,7.6701030927835,2,0.0206185567010397,NA,"NAcluster_7,"
"33827","Ly6a",746,7.69072164948454,732,7.54639175257732,14,0.14432989690722,"NAcluster_4,cluster_5,","NAcluster_1,cluster_7,"
"33851","Rasl10b",746,7.69072164948454,737,7.5979381443299,9,0.0927835051546397,"NAcluster_1,",NA
"34376","Phlda1",745,7.68041237113402,741,7.63917525773196,4,0.0412371134020599,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_5,"
"34390","Isyna1",745,7.68041237113402,742,7.64948453608247,3,0.0309278350515498,"NAcluster_2,",NA
"34393","Cxcl1",745,7.68041237113402,742,7.64948453608247,3,0.0309278350515498,"NAcluster_3,cluster_4,cluster_6,","NAcluster_1,cluster_5,cluster_7,"
"34487","B4galt5",744,7.6701030927835,741,7.63917525773196,3,0.0309278350515401,"NAcluster_4,",NA
"34508","Tnfrsf11b",743,7.65979381443299,738,7.60824742268041,5,0.0515463917525798,"NAcluster_7,","NAcluster_1,cluster_3,cluster_4,"
"34519","S100a4",743,7.65979381443299,738,7.60824742268041,5,0.0515463917525798,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"34532","Fos",742,7.64948453608247,738,7.60824742268041,4,0.0412371134020599,"NAcluster_4,cluster_6,","NAcluster_5,"
"34546","Kcnmb1",742,7.64948453608247,741,7.63917525773196,1,0.0103092783505101,"NAcluster_1,cluster_3,",NA
"34549","Ifi27l2a",742,7.64948453608247,740,7.62886597938144,2,0.02061855670103,NA,"NAcluster_6,cluster_7,"
"34576","Aebp1",742,7.64948453608247,740,7.62886597938144,2,0.02061855670103,"NAcluster_1,cluster_3,cluster_4,cluster_5,","NAcluster_7,"
"34603","Mcam",741,7.63917525773196,738,7.60824742268041,3,0.0309278350515498,"NAcluster_1,cluster_3,","NAcluster_7,"
"34620","Cthrc1",741,7.63917525773196,678,6.98969072164948,63,0.64948453608248,"NAcluster_5,","NAcluster_1,cluster_7,"
"34642","Col5a2",740,7.62886597938144,735,7.57731958762887,5,0.05154639175257,"NAcluster_3,cluster_7,","NAcluster_1,cluster_2,"
"34660","Tspan2",740,7.62886597938144,736,7.58762886597938,4,0.0412371134020599,"NAcluster_1,",NA
"35220","Slco2a1",739,7.61855670103093,732,7.54639175257732,7,0.0721649484536098,"NAcluster_2,cluster_3,cluster_4,cluster_5,","NAcluster_7,"
"35236","Hp",738,7.60824742268041,735,7.57731958762887,3,0.0309278350515401,"NAcluster_6,cluster_7,","NAcluster_1,cluster_5,"
"35243","Rarres2",738,7.60824742268041,737,7.5979381443299,1,0.0103092783505101,"NAcluster_1,cluster_2,cluster_3,cluster_4,","NAcluster_7,"
"35272","Wfdc12",738,7.60824742268041,731,7.5360824742268,7,0.0721649484536098,"NAcluster_6,",NA
"35303","Loxl1",737,7.5979381443299,717,7.39175257731959,20,0.20618556701031,"NAcluster_1,cluster_2,cluster_3,cluster_4,","NAcluster_6,cluster_7,"
"35308","Lgals1",737,7.5979381443299,730,7.52577319587629,7,0.0721649484536098,"NAcluster_1,cluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"35807","Angptl2",737,7.5979381443299,726,7.48453608247423,11,0.11340206185567,"NAcluster_3,cluster_5,","NAcluster_1,cluster_7,"
"35908","C1qb",734,7.56701030927835,731,7.5360824742268,3,0.0309278350515498,NA,"NAcluster_7,"
"35923","Epdr1",733,7.55670103092784,730,7.52577319587629,3,0.0309278350515498,"NAcluster_5,",NA
"35963","Penk",733,7.55670103092784,730,7.52577319587629,3,0.0309278350515498,"NAcluster_6,","NAcluster_1,cluster_3,"
"35976","Dcn",732,7.54639175257732,728,7.50515463917526,4,0.0412371134020599,"NAcluster_5,cluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,"
"35984","Ggct",732,7.54639175257732,730,7.52577319587629,2,0.02061855670103,NA,"NAcluster_1,"
"36030","Gxylt2",731,7.5360824742268,730,7.52577319587629,1,0.0103092783505101,"NAcluster_1,cluster_2,","NAcluster_6,"
"36183","Nid1",728,7.50515463917526,724,7.4639175257732,4,0.0412371134020608,"NAcluster_3,cluster_4,",NA
"36185","Sost",728,7.50515463917526,710,7.31958762886598,18,0.18556701030928,"NAcluster_1,cluster_2,","NAcluster_6,cluster_7,"
"36246","Scrg1",726,7.48453608247423,718,7.4020618556701,8,0.0824742268041305,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,"
"36812","Serpine2",724,7.4639175257732,721,7.43298969072165,3,0.0309278350515498,"NAcluster_6,cluster_7,","NAcluster_2,cluster_3,cluster_4,cluster_5,"
"36814","Serpinb6b",724,7.4639175257732,724,7.4639175257732,0,0,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"36826","Lbh",724,7.4639175257732,720,7.42268041237113,4,0.0412371134020697,"NAcluster_1,","NAcluster_6,"
"36836","Cnn1",724,7.4639175257732,715,7.37113402061856,9,0.0927835051546397,"NAcluster_1,cluster_3,","NAcluster_5,cluster_6,cluster_7,"
"36851","Col9a3",723,7.45360824742268,712,7.34020618556701,11,0.11340206185567,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_5,"
"36911","Anxa2",722,7.44329896907217,718,7.4020618556701,4,0.0412371134020697,"NAcluster_5,","NAcluster_1,cluster_6,cluster_7,"
"36913","Saa1",722,7.44329896907217,720,7.42268041237113,2,0.0206185567010397,"NAcluster_6,","NAcluster_3,cluster_5,"
"37099","Ddah1",721,7.43298969072165,718,7.4020618556701,3,0.0309278350515498,NA,"NAcluster_1,"
"37161","Cped1",720,7.42268041237113,718,7.4020618556701,2,0.02061855670103,"NAcluster_1,cluster_2,","NAcluster_6,cluster_7,"
"37168","Rgs4",720,7.42268041237113,714,7.36082474226804,6,0.0618556701030899,"NAcluster_1,",NA
"37201","Pgf",718,7.4020618556701,707,7.28865979381443,11,0.11340206185567,"NAcluster_3,",NA
"37215","Bgn",718,7.4020618556701,714,7.36082474226804,4,0.0412371134020599,"NAcluster_1,cluster_3,",NA
"37253","Pamr1",718,7.4020618556701,711,7.32989690721649,7,0.0721649484536098,"NAcluster_5,",NA
"37325","Serinc5",717,7.39175257731959,714,7.36082474226804,3,0.0309278350515498,"NAcluster_7,",NA
"37342","AA467197",717,7.39175257731959,711,7.32989690721649,6,0.0618556701030997,"NAcluster_5,","NAcluster_1,cluster_7,"
"37353","Ly6e",716,7.38144329896907,710,7.31958762886598,6,0.0618556701030899,"NAcluster_2,cluster_4,","NAcluster_1,cluster_7,"
"37884","Ndufa4l2",715,7.37113402061856,709,7.30927835051546,6,0.0618556701030997,"NAcluster_5,","NAcluster_1,cluster_2,"
"38042","Angptl4",712,7.34020618556701,703,7.24742268041237,9,0.0927835051546397,"NAcluster_3,cluster_4,","NAcluster_7,"
"38126","Ctsk",709,7.30927835051546,709,7.30927835051546,0,0,"NAcluster_5,","NAcluster_1,"
"38468","Sdc1",705,7.2680412371134,701,7.22680412371134,4,0.0412371134020599,"NAcluster_3,cluster_4,cluster_5,","NAcluster_1,cluster_7,"
"38476","Fbxl22",705,7.2680412371134,703,7.24742268041237,2,0.02061855670103,"NAcluster_1,","NAcluster_5,cluster_7,"
"38501","Cstb",704,7.25773195876289,695,7.16494845360825,9,0.0927835051546397,NA,"NAcluster_7,"
"38514","Sdk2",704,7.25773195876289,701,7.22680412371134,3,0.0309278350515498,"NAcluster_7,","NAcluster_1,cluster_2,"
"38515","Uap1l1",704,7.25773195876289,698,7.19587628865979,6,0.0618556701031006,"NAcluster_4,",NA
"38545","Itih4",702,7.23711340206185,697,7.18556701030928,5,0.05154639175257,"NAcluster_1,cluster_2,","NAcluster_7,"
"38571","Prss12",701,7.22680412371134,692,7.1340206185567,9,0.0927835051546406,"NAcluster_1,",NA
"38649","Scube3",700,7.21649484536082,691,7.12371134020619,9,0.0927835051546309,"NAcluster_3,",NA
"39140","Cxcl16",700,7.21649484536082,695,7.16494845360825,5,0.05154639175257,NA,"NAcluster_7,"
"39237","C4b",698,7.19587628865979,686,7.07216494845361,12,0.12371134020618,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"39775","Actn1",697,7.18556701030928,693,7.14432989690722,4,0.0412371134020599,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"39777","Fosb",697,7.18556701030928,690,7.11340206185567,7,0.0721649484536107,"NAcluster_3,cluster_6,","NAcluster_1,cluster_5,"
"39778","Itga8",697,7.18556701030928,693,7.14432989690722,4,0.0412371134020599,"NAcluster_1,cluster_2,","NAcluster_6,cluster_7,"
"40276","Pmepa1",697,7.18556701030928,680,7.01030927835052,17,0.17525773195876,"NAcluster_1,cluster_3,cluster_5,","NAcluster_6,cluster_7,"
"40375","Ppp1r14b",695,7.16494845360825,681,7.02061855670103,14,0.14432989690722,"NAcluster_5,","NAcluster_1,cluster_7,"
"40407","Smoc1",694,7.15463917525773,683,7.04123711340206,11,0.11340206185567,"NAcluster_1,cluster_2,cluster_5,","NAcluster_7,"
"40447","Tes",693,7.14432989690722,692,7.1340206185567,1,0.0103092783505208,"NAcluster_1,",NA
"40466","Cdkn1c",693,7.14432989690722,686,7.07216494845361,7,0.0721649484536107,"NAcluster_7,","NAcluster_5,"
"40530","Pkd1",691,7.12371134020619,674,6.94845360824742,17,0.175257731958769,"NAcluster_5,",NA
"40548","Crip2",691,7.12371134020619,678,6.98969072164948,13,0.134020618556709,"NAcluster_5,","NAcluster_6,cluster_7,"
"41058","Anxa8",690,7.11340206185567,680,7.01030927835052,10,0.10309278350515,"NAcluster_5,","NAcluster_1,cluster_2,cluster_3,"
"41077","Lyz2",689,7.10309278350516,687,7.08247422680412,2,0.0206185567010397,NA,"NAcluster_7,"
"41203","Tmem119",688,7.09278350515464,687,7.08247422680412,1,0.0103092783505199,"NAcluster_5,","NAcluster_1,"
"41240","Bhlhe40",687,7.08247422680412,681,7.02061855670103,6,0.0618556701030899,"NAcluster_6,","NAcluster_1,cluster_3,"
"41245","Cyp1b1",687,7.08247422680412,685,7.06185567010309,2,0.02061855670103,"NAcluster_2,cluster_3,cluster_4,","NAcluster_7,"
"41265","Ibsp",686,7.07216494845361,683,7.04123711340206,3,0.0309278350515498,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_5,cluster_6,"
"41268","Tnxb",686,7.07216494845361,674,6.94845360824742,12,0.12371134020619,"NAcluster_1,",NA
"41395","Rhob",684,7.05154639175258,683,7.04123711340206,1,0.0103092783505199,"NAcluster_1,",NA
"42043","Ldlrad3",682,7.03092783505155,679,7,3,0.0309278350515498,"NAcluster_7,","NAcluster_2,cluster_3,"
"42056","H2-Aa",681,7.02061855670103,679,7,2,0.02061855670103,"NAcluster_2,",NA
"42073","Crip1",681,7.02061855670103,675,6.95876288659794,6,0.0618556701030899,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"42143","Fst",679,7,675,6.95876288659794,4,0.0412371134020599,NA,"NAcluster_1,"
"42145","Gm17455",679,7,672,6.92783505154639,7,0.0721649484536098,"NAcluster_5,","NAcluster_1,cluster_2,cluster_3,"
"42160","Col3a1",678,6.98969072164948,677,6.97938144329897,1,0.0103092783505101,"NAcluster_3,cluster_5,","NAcluster_1,cluster_2,cluster_7,"
"42178","Sh3bgrl3",678,6.98969072164948,673,6.93814432989691,5,0.05154639175257,"NAcluster_5,","NAcluster_1,cluster_6,cluster_7,"
"42774","Cdc42ep3",677,6.97938144329897,671,6.91752577319588,6,0.0618556701030899,"NAcluster_7,","NAcluster_2,cluster_3,"
"43445","Slurp1",671,6.91752577319588,670,6.90721649484536,1,0.0103092783505199,"NAcluster_5,","NAcluster_1,cluster_2,"
"43453","Rbp1",671,6.91752577319588,666,6.8659793814433,5,0.0515463917525798,"NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"43465","Frzb",671,6.91752577319588,662,6.82474226804124,9,0.0927835051546397,"NAcluster_7,","NAcluster_3,cluster_5,"
"43468","Dstn",671,6.91752577319588,667,6.87628865979381,4,0.0412371134020697,"NAcluster_1,cluster_3,","NAcluster_6,cluster_7,"
"43486","Btg2",670,6.90721649484536,665,6.85567010309278,5,0.0515463917525807,"NAcluster_6,cluster_7,","NAcluster_5,"
"44008","Hspa2",668,6.88659793814433,666,6.8659793814433,2,0.02061855670103,"NAcluster_1,",NA
"44078","Cxcl5",666,6.8659793814433,660,6.80412371134021,6,0.0618556701030899,"NAcluster_2,cluster_4,",NA
"44213","Cnn2",661,6.81443298969072,643,6.62886597938144,18,0.185567010309279,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"44230","Cd24a",660,6.80412371134021,650,6.70103092783505,10,0.10309278350516,"NAcluster_7,","NAcluster_1,cluster_5,"
"44253","Mia",659,6.79381443298969,655,6.75257731958763,4,0.0412371134020599,"NAcluster_7,","NAcluster_3,cluster_5,"
"44292","Plpp3",657,6.77319587628866,654,6.74226804123711,3,0.0309278350515498,"NAcluster_4,cluster_5,","NAcluster_7,"
"44319","H2-K1",657,6.77319587628866,651,6.71134020618557,6,0.0618556701030899,"NAcluster_2,cluster_3,cluster_4,","NAcluster_5,cluster_7,"
"44332","Ltc4s",656,6.76288659793815,654,6.74226804123711,2,0.0206185567010397,"NAcluster_3,cluster_4,",NA
"44478","Ackr3",653,6.7319587628866,651,6.71134020618557,2,0.02061855670103,"NAcluster_5,",NA
"45127","Bglap2",646,6.65979381443299,642,6.61855670103093,4,0.0412371134020599,NA,"NAcluster_3,"
"45231","Abi3bp",644,6.63917525773196,640,6.5979381443299,4,0.0412371134020599,"NAcluster_6,","NAcluster_3,cluster_5,"
"45261","Mif",643,6.62886597938144,636,6.55670103092783,7,0.0721649484536098,"NAcluster_5,",NA
"45332","Mgst3",641,6.60824742268041,635,6.54639175257732,6,0.0618556701030899,"NAcluster_5,","NAcluster_6,"
"45399","C1s1",637,6.56701030927835,620,6.39175257731959,17,0.17525773195876,"NAcluster_3,cluster_4,","NAcluster_7,"
"45976","Zfp36",635,6.54639175257732,618,6.37113402061856,17,0.17525773195876,"NAcluster_3,cluster_6,","NAcluster_5,"
"45984","Wfdc17",635,6.54639175257732,631,6.50515463917526,4,0.0412371134020599,NA,"NAcluster_3,cluster_7,"
"46024","Srpx",634,6.5360824742268,632,6.51546391752577,2,0.0206185567010309,"NAcluster_7,",NA
"46074","Dmpk",633,6.52577319587629,614,6.3298969072165,19,0.19587628865979,"NAcluster_1,",NA
"46108","Fgfr3",631,6.50515463917526,624,6.43298969072165,7,0.0721649484536107,"NAcluster_7,",NA
"46132","Ttc9",630,6.49484536082474,626,6.45360824742268,4,0.0412371134020599,"NAcluster_5,","NAcluster_1,cluster_7,"
