"","mgi_symbol","Frequency.x","WT_percent_Myh11_TFs","Frequency.y","MutAll_percent_Myh11_TFs","Δfrequency","Δpercent","Murine_RNA-seq_cluster_UP","Murine_RNA-seq_cluster_DOWN"
"14154","Sertad4",911,9.39175257731959,905,9.3298969072165,6,0.061855670103089,"NAcluster_5,","NAcluster_1,"
"14203","Plat",910,9.38144329896907,907,9.35051546391753,3,0.030927835051541,"NAcluster_1,","NAcluster_7,"
"14389","Fblim1",910,9.38144329896907,905,9.3298969072165,5,0.05154639175257,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"15418","Tmem158",909,9.37113402061856,904,9.31958762886598,5,0.0515463917525807,"NAcluster_2,",NA
"15430","Rnh1",909,9.37113402061856,897,9.24742268041237,12,0.12371134020619,"NAcluster_5,","NAcluster_7,"
"15438","Nrtn",908,9.36082474226804,901,9.28865979381443,7,0.0721649484536098,"NAcluster_7,","NAcluster_2,cluster_4,cluster_5,"
"15442","Ier2",908,9.36082474226804,857,8.83505154639175,51,0.52577319587629,"NAcluster_4,cluster_6,","NAcluster_1,cluster_5,"
"15474","Ppp1r14a",908,9.36082474226804,887,9.14432989690722,21,0.21649484536082,"NAcluster_1,cluster_3,","NAcluster_6,cluster_7,"
"15476","Chil1",908,9.36082474226804,902,9.29896907216495,6,0.0618556701030908,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_5,"
"15498","Sparcl1",907,9.35051546391753,902,9.29896907216495,5,0.0515463917525807,"NAcluster_1,",NA
"15552","Fam20c",907,9.35051546391753,904,9.31958762886598,3,0.0309278350515498,NA,"NAcluster_1,cluster_2,cluster_3,"
"15557","Npc2",906,9.34020618556701,900,9.27835051546392,6,0.0618556701030908,"NAcluster_5,","NAcluster_1,cluster_6,cluster_7,"
"15588","Arhgdib",906,9.34020618556701,902,9.29896907216495,4,0.0412371134020617,"NAcluster_2,","NAcluster_1,cluster_6,cluster_7,"
"15591","Fgl2",906,9.34020618556701,905,9.3298969072165,1,0.0103092783505101,"NAcluster_1,cluster_2,","NAcluster_7,"
"15611","Ccnd1",905,9.3298969072165,896,9.23711340206185,9,0.0927835051546513,"NAcluster_3,",NA
"15621","Sema3f",905,9.3298969072165,879,9.06185567010309,26,0.26804123711341,"NAcluster_1,",NA
"15633","Fmo3",905,9.3298969072165,901,9.28865979381443,4,0.0412371134020706,"NAcluster_1,",NA
"15655","Bhlhe41",904,9.31958762886598,902,9.29896907216495,2,0.0206185567010309,"NAcluster_7,",NA
"15700","Cemip",903,9.30927835051546,899,9.2680412371134,4,0.0412371134020599,"NAcluster_7,","NAcluster_1,"
"15894","Lbp",903,9.30927835051546,891,9.18556701030928,12,0.12371134020618,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,"
"15925","Scin",902,9.29896907216495,897,9.24742268041237,5,0.0515463917525789,"NAcluster_7,",NA
"16013","Pltp",901,9.28865979381443,894,9.21649484536082,7,0.0721649484536098,"NAcluster_7,","NAcluster_1,cluster_3,"
"16021","Pgm5",900,9.27835051546392,895,9.22680412371134,5,0.0515463917525807,"NAcluster_1,",NA
"16078","Pcolce",900,9.27835051546392,894,9.21649484536082,6,0.0618556701030997,"NAcluster_5,","NAcluster_1,cluster_2,cluster_7,"
"16109","Ehd3",899,9.2680412371134,897,9.24742268041237,2,0.0206185567010291,"NAcluster_7,","NAcluster_1,cluster_4,"
"16171","Plin2",898,9.25773195876289,888,9.15463917525773,10,0.10309278350516,NA,"NAcluster_7,"
"16662","Flnc",898,9.25773195876289,895,9.22680412371134,3,0.0309278350515498,"NAcluster_1,",NA
"16663","Fzd9",898,9.25773195876289,879,9.06185567010309,19,0.195876288659798,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,"
"16664","Abca1",898,9.25773195876289,874,9.01030927835052,24,0.247422680412368,"NAcluster_4,",NA
"16711","Mrc2",897,9.24742268041237,895,9.22680412371134,2,0.0206185567010309,"NAcluster_3,cluster_4,","NAcluster_7,"
"16734","Ctss",896,9.23711340206185,892,9.19587628865979,4,0.0412371134020599,NA,"NAcluster_5,cluster_7,"
"16787","C1ra",895,9.22680412371134,892,9.19587628865979,3,0.0309278350515498,"NAcluster_4,",NA
"16794","Cd9",895,9.22680412371134,845,8.71134020618557,50,0.51546391752577,"NAcluster_5,","NAcluster_2,cluster_3,cluster_6,"
"16835","Kdelr2",895,9.22680412371134,891,9.18556701030928,4,0.0412371134020599,"NAcluster_5,","NAcluster_1,"
"16905","Npnt",894,9.21649484536082,889,9.16494845360825,5,0.05154639175257,"NAcluster_1,cluster_2,","NAcluster_6,cluster_7,"
"16907","Hexa",894,9.21649484536082,892,9.19587628865979,2,0.0206185567010309,NA,"NAcluster_1,cluster_3,"
"16942","Gas6",893,9.20618556701031,890,9.17525773195876,3,0.0309278350515498,"NAcluster_1,cluster_2,cluster_4,","NAcluster_7,"
"16950","Rasl11a",893,9.20618556701031,871,8.97938144329897,22,0.226804123711341,"NAcluster_1,cluster_2,cluster_3,","NAcluster_7,"
"16974","Pdgfrl",893,9.20618556701031,892,9.19587628865979,1,0.0103092783505208,"NAcluster_7,","NAcluster_1,"
"17706","Fbxo2",891,9.18556701030928,879,9.06185567010309,12,0.123711340206189,"NAcluster_1,",NA
"17734","Ntf3",891,9.18556701030928,884,9.11340206185567,7,0.0721649484536098,"NAcluster_1,",NA
"17918","Nrp1",890,9.17525773195876,838,8.63917525773196,52,0.5360824742268,"NAcluster_2,cluster_3,","NAcluster_7,"
"17939","Tnfaip2",889,9.16494845360825,886,9.1340206185567,3,0.0309278350515498,"NAcluster_4,cluster_6,","NAcluster_1,cluster_2,"
"17966","Trpv4",889,9.16494845360825,884,9.11340206185567,5,0.0515463917525807,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,"
"18024","Cldn3",888,9.15463917525773,884,9.11340206185567,4,0.0412371134020599,"NAcluster_1,",NA
"18036","Hbegf",887,9.14432989690722,879,9.06185567010309,8,0.0824742268041287,"NAcluster_6,","NAcluster_1,cluster_2,"
"18054","Bambi",887,9.14432989690722,882,9.09278350515464,5,0.0515463917525789,"NAcluster_7,","NAcluster_3,"
"18141","Spp1",885,9.12371134020619,879,9.06185567010309,6,0.0618556701030997,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,"
"18157","Rgcc",885,9.12371134020619,879,9.06185567010309,6,0.0618556701030997,"NAcluster_6,","NAcluster_1,cluster_2,cluster_5,"
"18162","Pycard",885,9.12371134020619,884,9.11340206185567,1,0.0103092783505208,NA,"NAcluster_7,"
"18175","Rgs5",885,9.12371134020619,824,8.49484536082474,61,0.62886597938145,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"18193","Marcksl1",884,9.11340206185567,865,8.91752577319588,19,0.19587628865979,"NAcluster_2,cluster_3,","NAcluster_7,"
"18199","Sdc2",884,9.11340206185567,881,9.08247422680412,3,0.0309278350515498,"NAcluster_5,","NAcluster_7,"
"18425","Ogn",881,9.08247422680412,832,8.57731958762887,49,0.505154639175251,"NAcluster_1,cluster_7,","NAcluster_5,"
"18437","Serpina3n",881,9.08247422680412,873,9,8,0.0824742268041199,"NAcluster_6,cluster_7,","NAcluster_1,cluster_5,"
"18440","Ndrg2",881,9.08247422680412,874,9.01030927835052,7,0.0721649484535991,"NAcluster_1,cluster_2,",NA
"18547","Tshz2",881,9.08247422680412,880,9.07216494845361,1,0.0103092783505101,"NAcluster_1,cluster_2,",NA
"18549","Egfl7",881,9.08247422680412,871,8.97938144329897,10,0.103092783505151,"NAcluster_2,",NA
"18572","Kitl",880,9.07216494845361,831,8.56701030927835,49,0.505154639175259,"NAcluster_1,",NA
"18588","Pde3a",880,9.07216494845361,878,9.05154639175258,2,0.0206185567010291,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"18591","Optc",880,9.07216494845361,875,9.02061855670103,5,0.0515463917525789,"NAcluster_1,",NA
"18611","Fth1",879,9.06185567010309,876,9.03092783505155,3,0.030927835051541,"NAcluster_6,","NAcluster_3,cluster_5,"
"18623","Smoc2",879,9.06185567010309,872,8.98969072164948,7,0.0721649484536115,"NAcluster_7,","NAcluster_5,"
"18646","Sgcg",878,9.05154639175258,877,9.04123711340206,1,0.0103092783505208,"NAcluster_1,",NA
"18663","Col2a1",878,9.05154639175258,873,9,5,0.0515463917525807,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,"
"18664","Lpl",878,9.05154639175258,864,8.90721649484536,14,0.144329896907221,"NAcluster_3,","NAcluster_7,"
"18709","H2-Eb1",877,9.04123711340206,871,8.97938144329897,6,0.0618556701030908,"NAcluster_2,",NA
"18774","Vwf",876,9.03092783505155,868,8.94845360824742,8,0.0824742268041305,"NAcluster_2,",NA
"18779","Anxa1",876,9.03092783505155,873,9,3,0.0309278350515498,"NAcluster_5,","NAcluster_1,cluster_7,"
"18822","H2-Ab1",875,9.02061855670103,873,9,2,0.0206185567010309,"NAcluster_2,","NAcluster_7,"
"18884","Srpx2",874,9.01030927835052,872,8.98969072164948,2,0.0206185567010415,"NAcluster_7,","NAcluster_2,"
"18890","Dsp",874,9.01030927835052,869,8.95876288659794,5,0.0515463917525807,"NAcluster_1,",NA
"19088","Ppp1r15a",874,9.01030927835052,868,8.94845360824742,6,0.0618556701031014,"NAcluster_4,cluster_6,",NA
"19139","Oaf",873,9,868,8.94845360824742,5,0.0515463917525807,"NAcluster_5,","NAcluster_1,"
"19174","Saa3",873,9,821,8.4639175257732,52,0.5360824742268,"NAcluster_6,cluster_7,","NAcluster_2,cluster_3,"
"19176","Mmp13",873,9,868,8.94845360824742,5,0.0515463917525807,"NAcluster_6,","NAcluster_1,cluster_2,cluster_3,cluster_5,"
"19204","Ltbp4",872,8.98969072164948,859,8.85567010309278,13,0.134020618556699,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"19229","Actg2",872,8.98969072164948,863,8.89690721649485,9,0.09278350515463,"NAcluster_1,cluster_3,","NAcluster_7,"
"19294","Ppa1",871,8.97938144329897,854,8.80412371134021,17,0.175257731958759,"NAcluster_7,",NA
"19316","Sox9",871,8.97938144329897,861,8.87628865979381,10,0.10309278350516,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,"
"19320","Cgref1",871,8.97938144329897,867,8.93814432989691,4,0.0412371134020599,"NAcluster_7,","NAcluster_1,cluster_2,cluster_4,"
"19348","Thbs2",870,8.96907216494845,822,8.47422680412371,48,0.494845360824741,"NAcluster_3,",NA
"19379","Ank",869,8.95876288659794,861,8.87628865979381,8,0.0824742268041305,"NAcluster_5,","NAcluster_1,"
"19395","Ramp2",869,8.95876288659794,854,8.80412371134021,15,0.15463917525773,NA,"NAcluster_1,"
"19517","Nupr1",868,8.94845360824742,865,8.91752577319588,3,0.0309278350515392,"NAcluster_5,","NAcluster_6,cluster_7,"
"19523","Cygb",868,8.94845360824742,860,8.8659793814433,8,0.0824742268041199,"NAcluster_4,",NA
"19552","2200002D01Rik",868,8.94845360824742,858,8.84536082474227,10,0.103092783505149,"NAcluster_1,cluster_3,","NAcluster_7,"
"20077","Fndc1",867,8.93814432989691,852,8.78350515463917,15,0.154639175257739,"NAcluster_4,","NAcluster_1,cluster_7,"
"20092","Kcnn4",867,8.93814432989691,860,8.8659793814433,7,0.0721649484536098,"NAcluster_5,","NAcluster_7,"
"20291","Enpp1",865,8.91752577319588,856,8.82474226804124,9,0.0927835051546406,"NAcluster_7,","NAcluster_1,cluster_2,"
"20372","Qpct",864,8.90721649484536,812,8.37113402061856,52,0.536082474226799,"NAcluster_1,",NA
"20385","Smtn",864,8.90721649484536,856,8.82474226804124,8,0.0824742268041199,"NAcluster_1,cluster_3,","NAcluster_5,"
"20393","Ifitm3",864,8.90721649484536,851,8.77319587628866,13,0.134020618556699,"NAcluster_2,cluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"20418","Timp3",863,8.89690721649485,857,8.83505154639175,6,0.0618556701030997,"NAcluster_7,","NAcluster_3,cluster_4,"
"20469","Pdlim3",862,8.88659793814433,858,8.84536082474227,4,0.0412371134020599,"NAcluster_1,cluster_2,",NA
"20494","Bcam",862,8.88659793814433,859,8.85567010309278,3,0.0309278350515498,"NAcluster_1,",NA
"20557","Spon1",861,8.87628865979381,812,8.37113402061856,49,0.505154639175249,"NAcluster_2,",NA
"20606","Rnf149",860,8.8659793814433,854,8.80412371134021,6,0.061855670103089,NA,"NAcluster_1,"
"20652","Tinagl1",859,8.85567010309278,849,8.75257731958763,10,0.103092783505151,"NAcluster_1,cluster_3,","NAcluster_6,cluster_7,"
"20666","Ebf1",859,8.85567010309278,855,8.81443298969072,4,0.0412371134020599,"NAcluster_1,cluster_3,cluster_4,","NAcluster_7,"
"20684","Cotl1",859,8.85567010309278,856,8.82474226804124,3,0.030927835051541,NA,"NAcluster_1,cluster_5,cluster_7,"
"20745","S100a6",858,8.84536082474227,857,8.83505154639175,1,0.0103092783505208,"NAcluster_1,cluster_3,cluster_5,","NAcluster_6,cluster_7,"
"20795","Tceal6",857,8.83505154639175,853,8.79381443298969,4,0.0412371134020599,"NAcluster_1,",NA
"20840","Edn1",856,8.82474226804124,851,8.77319587628866,5,0.0515463917525789,"NAcluster_2,",NA
"20908","Abcc9",855,8.81443298969072,853,8.79381443298969,2,0.0206185567010309,"NAcluster_1,cluster_2,",NA
"20914","Lox",855,8.81443298969072,850,8.76288659793814,5,0.0515463917525807,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,"
"20948","Fbxo32",855,8.81443298969072,804,8.28865979381443,51,0.52577319587629,"NAcluster_1,",NA
"20956","Stbd1",855,8.81443298969072,849,8.75257731958763,6,0.0618556701030908,"NAcluster_1,",NA
"21011","Lmcd1",854,8.80412371134021,847,8.7319587628866,7,0.0721649484536098,"NAcluster_1,","NAcluster_5,"
"21099","Plod2",853,8.79381443298969,849,8.75257731958763,4,0.0412371134020599,"NAcluster_7,","NAcluster_1,cluster_2,"
"21306","Tcap",852,8.78350515463917,844,8.70103092783505,8,0.0824742268041199,"NAcluster_1,cluster_7,","NAcluster_5,"
"21321","F2r",852,8.78350515463917,800,8.24742268041237,52,0.5360824742268,"NAcluster_2,cluster_3,","NAcluster_6,cluster_7,"
"21339","Spint2",852,8.78350515463917,840,8.65979381443299,12,0.123711340206182,"NAcluster_1,cluster_2,","NAcluster_7,"
"21342","Heyl",852,8.78350515463917,845,8.71134020618557,7,0.0721649484536009,"NAcluster_1,cluster_3,",NA
"21380","Cd59a",852,8.78350515463917,840,8.65979381443299,12,0.123711340206182,"NAcluster_1,",NA
"21424","Prr13",851,8.77319587628866,845,8.71134020618557,6,0.0618556701030908,"NAcluster_5,","NAcluster_6,cluster_7,"
"21436","Mgst1",851,8.77319587628866,840,8.65979381443299,11,0.113402061855671,"NAcluster_1,cluster_2,cluster_3,cluster_4,","NAcluster_6,cluster_7,"
"21560","Tnnt2",850,8.76288659793814,845,8.71134020618557,5,0.05154639175257,"NAcluster_1,",NA
"21620","Sfrp4",848,8.74226804123711,842,8.68041237113402,6,0.0618556701030908,"NAcluster_5,","NAcluster_1,cluster_7,"
"21766","Npr1",848,8.74226804123711,845,8.71134020618557,3,0.030927835051541,"NAcluster_1,cluster_2,",NA
"21829","Pcdh7",847,8.7319587628866,846,8.72164948453608,1,0.0103092783505208,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"21872","Gdf10",846,8.72164948453608,840,8.65979381443299,6,0.0618556701030908,"NAcluster_6,cluster_7,","NAcluster_3,cluster_4,cluster_5,"
"21884","Selp",846,8.72164948453608,844,8.70103092783505,2,0.0206185567010291,"NAcluster_2,","NAcluster_7,"
"21888","Ctps",846,8.72164948453608,794,8.18556701030928,52,0.5360824742268,"NAcluster_1,cluster_3,",NA
"21902","Thbs1",846,8.72164948453608,844,8.70103092783505,2,0.0206185567010291,"NAcluster_3,cluster_5,","NAcluster_1,cluster_6,cluster_7,"
"21918","Ctsc",845,8.71134020618557,843,8.69072164948454,2,0.0206185567010291,"NAcluster_3,","NAcluster_7,"
"21939","Cx3cl1",845,8.71134020618557,840,8.65979381443299,5,0.0515463917525807,"NAcluster_3,","NAcluster_7,"
"22011","Crabp2",844,8.70103092783505,840,8.65979381443299,4,0.0412371134020617,"NAcluster_5,","NAcluster_1,"
"22015","Nr4a1",844,8.70103092783505,835,8.60824742268041,9,0.0927835051546406,"NAcluster_6,","NAcluster_5,"
"22031","Gadd45a",844,8.70103092783505,776,8,68,0.701030927835051,"NAcluster_6,","NAcluster_1,"
"22043","Kcnk3",844,8.70103092783505,841,8.67010309278351,3,0.030927835051541,"NAcluster_3,",NA
"22053","Trem2",843,8.69072164948454,841,8.67010309278351,2,0.0206185567010309,NA,"NAcluster_1,cluster_2,cluster_3,cluster_7,"
"22079","Hes1",843,8.69072164948454,824,8.49484536082474,19,0.1958762886598,"NAcluster_6,","NAcluster_1,"
"22318","Vat1",840,8.65979381443299,836,8.61855670103093,4,0.0412371134020599,NA,"NAcluster_7,"
"22329","Cbr2",840,8.65979381443299,838,8.63917525773196,2,0.0206185567010291,"NAcluster_1,cluster_2,","NAcluster_7,"
"22330","Parm1",840,8.65979381443299,790,8.14432989690722,50,0.51546391752577,"NAcluster_3,",NA
"22340","Lcn2",840,8.65979381443299,826,8.51546391752577,14,0.14432989690722,"NAcluster_6,cluster_7,","NAcluster_1,cluster_3,cluster_5,"
"22365","Ppic",839,8.64948453608248,829,8.54639175257732,10,0.103092783505161,"NAcluster_3,cluster_7,","NAcluster_1,cluster_2,cluster_6,"
"22396","Crlf1",839,8.64948453608248,831,8.56701030927835,8,0.0824742268041305,"NAcluster_3,cluster_5,","NAcluster_6,cluster_7,"
"22419","Chad",839,8.64948453608248,836,8.61855670103093,3,0.0309278350515516,"NAcluster_7,","NAcluster_1,cluster_3,cluster_5,cluster_6,"
"22441","Hspa1a",838,8.63917525773196,829,8.54639175257732,9,0.0927835051546406,"NAcluster_3,cluster_4,",NA
"22445","Junb",838,8.63917525773196,833,8.58762886597938,5,0.0515463917525807,"NAcluster_4,cluster_6,","NAcluster_1,cluster_5,cluster_7,"
"22474","Ptgs2",838,8.63917525773196,827,8.52577319587629,11,0.11340206185567,"NAcluster_6,","NAcluster_1,"
"22480","Ltbp2",837,8.62886597938144,826,8.51546391752577,11,0.11340206185567,"NAcluster_5,","NAcluster_1,cluster_7,"
"22487","Aspn",837,8.62886597938144,836,8.61855670103093,1,0.0103092783505101,"NAcluster_3,cluster_5,","NAcluster_7,"
"22503","Tmsb4x",837,8.62886597938144,836,8.61855670103093,1,0.0103092783505101,"NAcluster_1,cluster_2,cluster_3,","NAcluster_5,cluster_6,cluster_7,"
"22524","Cfh",837,8.62886597938144,835,8.60824742268041,2,0.0206185567010291,"NAcluster_2,cluster_3,cluster_4,","NAcluster_7,"
"22578","Tgm2",836,8.61855670103093,824,8.49484536082474,12,0.123711340206189,"NAcluster_1,cluster_2,","NAcluster_6,"
"22579","Notch3",836,8.61855670103093,823,8.48453608247423,13,0.134020618556699,"NAcluster_3,",NA
"22599","Fzd1",835,8.60824742268041,829,8.54639175257732,6,0.0618556701030908,"NAcluster_3,","NAcluster_7,"
"22706","Serpina3g",834,8.5979381443299,816,8.41237113402062,18,0.185567010309279,"NAcluster_4,",NA
"22711","Mmp2",834,8.5979381443299,832,8.57731958762887,2,0.0206185567010309,"NAcluster_4,cluster_5,","NAcluster_1,cluster_7,"
"22726","Tmie",834,8.5979381443299,833,8.58762886597938,1,0.0103092783505208,"NAcluster_7,",NA
"22727","Metrnl",834,8.5979381443299,828,8.5360824742268,6,0.0618556701030997,NA,"NAcluster_1,cluster_2,"
"22747","Thbd",834,8.5979381443299,829,8.54639175257732,5,0.0515463917525807,NA,"NAcluster_7,"
"22757","Rasgrp2",833,8.58762886597938,825,8.50515463917526,8,0.0824742268041199,"NAcluster_1,",NA
"22780","Prdx1",833,8.58762886597938,831,8.56701030927835,2,0.0206185567010291,"NAcluster_5,","NAcluster_6,cluster_7,"
"22794","Tyrobp",833,8.58762886597938,829,8.54639175257732,4,0.0412371134020599,NA,"NAcluster_7,"
"22817","Tgfb1",832,8.57731958762887,828,8.5360824742268,4,0.0412371134020688,NA,"NAcluster_1,cluster_3,"
"23062","Cd74",831,8.56701030927835,825,8.50515463917526,6,0.0618556701030908,"NAcluster_2,","NAcluster_7,"
"23077","Ccdc80",831,8.56701030927835,829,8.54639175257732,2,0.0206185567010309,"NAcluster_6,cluster_7,","NAcluster_1,cluster_2,cluster_5,"
"23440","Tgfb2",830,8.55670103092783,823,8.48453608247423,7,0.0721649484535991,"NAcluster_1,cluster_3,",NA
"23513","Matn2",829,8.54639175257732,825,8.50515463917526,4,0.0412371134020599,NA,"NAcluster_1,cluster_3,"
"23529","Sema3c",829,8.54639175257732,825,8.50515463917526,4,0.0412371134020599,"NAcluster_1,",NA
"23577","Pdgfa",829,8.54639175257732,824,8.49484536082474,5,0.0515463917525789,"NAcluster_3,cluster_5,","NAcluster_7,"
"23597","1500009L16Rik",828,8.5360824742268,824,8.49484536082474,4,0.0412371134020599,"NAcluster_1,",NA
"23616","Plekho1",828,8.5360824742268,774,7.97938144329897,54,0.55670103092783,"NAcluster_1,",NA
"23634","Id3",828,8.5360824742268,803,8.27835051546392,25,0.25773195876288,"NAcluster_3,cluster_5,","NAcluster_7,"
"23648","Fbn1",828,8.5360824742268,825,8.50515463917526,3,0.030927835051541,"NAcluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"23771","Wfdc1",826,8.51546391752577,810,8.35051546391752,16,0.16494845360825,"NAcluster_1,",NA
"23796","Sfrp2",825,8.50515463917526,820,8.45360824742268,5,0.0515463917525789,"NAcluster_1,cluster_2,cluster_3,cluster_4,","NAcluster_6,cluster_7,"
"23821","Mfap4",825,8.50515463917526,810,8.35051546391752,15,0.15463917525774,"NAcluster_1,cluster_2,","NAcluster_7,"
"23841","S100b",825,8.50515463917526,821,8.4639175257732,4,0.0412371134020599,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,"
"23900","Plin4",824,8.49484536082474,816,8.41237113402062,8,0.0824742268041199,"NAcluster_1,",NA
"23915","Fkbp11",824,8.49484536082474,821,8.4639175257732,3,0.030927835051541,"NAcluster_5,","NAcluster_1,"
"23932","Tubb5",824,8.49484536082474,817,8.42268041237113,7,0.0721649484536098,"NAcluster_3,","NAcluster_6,cluster_7,"
"23942","Lamb1",824,8.49484536082474,814,8.39175257731959,10,0.103092783505151,"NAcluster_4,",NA
"23946","Rrad",824,8.49484536082474,818,8.43298969072165,6,0.0618556701030908,"NAcluster_1,","NAcluster_5,"
"24008","Haus8",823,8.48453608247423,810,8.35051546391752,13,0.134020618556711,"NAcluster_7,",NA
"24009","Rarres1",823,8.48453608247423,822,8.47422680412371,1,0.0103092783505208,"NAcluster_7,","NAcluster_1,cluster_2,"
"24078","C3",822,8.47422680412371,818,8.43298969072165,4,0.0412371134020599,"NAcluster_4,cluster_6,","NAcluster_1,cluster_5,"
"24104","Myoc",822,8.47422680412371,821,8.4639175257732,1,0.0103092783505101,"NAcluster_7,",NA
"24145","Hapln1",821,8.4639175257732,819,8.44329896907217,2,0.0206185567010291,"NAcluster_7,","NAcluster_2,cluster_3,cluster_4,cluster_5,"
"24150","Mt2",821,8.4639175257732,819,8.44329896907217,2,0.0206185567010291,"NAcluster_6,","NAcluster_3,cluster_7,"
"24173","Loxl3",821,8.4639175257732,818,8.43298969072165,3,0.0309278350515498,"NAcluster_3,",NA
"24195","Omd",820,8.45360824742268,816,8.41237113402062,4,0.0412371134020599,"NAcluster_7,","NAcluster_3,cluster_5,"
"24218","G0s2",820,8.45360824742268,819,8.44329896907217,1,0.0103092783505101,"NAcluster_7,",NA
"24224","Gstm2",820,8.45360824742268,815,8.4020618556701,5,0.0515463917525807,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"24229","Pcp4l1",820,8.45360824742268,818,8.43298969072165,2,0.0206185567010309,"NAcluster_1,",NA
"24287","Higd1a",819,8.44329896907217,815,8.4020618556701,4,0.0412371134020706,"NAcluster_5,","NAcluster_7,"
"24297","Col10a1",818,8.43298969072165,768,7.91752577319588,50,0.51546391752577,"NAcluster_7,","NAcluster_5,"
"24381","Ctla2a",817,8.42268041237113,814,8.39175257731959,3,0.030927835051541,"NAcluster_2,","NAcluster_7,"
"24389","Lmod1",817,8.42268041237113,814,8.39175257731959,3,0.030927835051541,"NAcluster_1,cluster_2,cluster_3,","NAcluster_6,cluster_7,"
"24423","Cpne8",816,8.41237113402062,813,8.38144329896907,3,0.0309278350515498,"NAcluster_6,","NAcluster_1,"
"24533","Fxyd1",816,8.41237113402062,803,8.27835051546392,13,0.134020618556701,"NAcluster_1,cluster_7,","NAcluster_5,"
"24557","Olfml3",815,8.4020618556701,761,7.84536082474227,54,0.55670103092783,NA,"NAcluster_1,cluster_2,"
"24646","Serpinf1",813,8.38144329896907,808,8.3298969072165,5,0.05154639175257,"NAcluster_3,cluster_4,cluster_5,","NAcluster_1,cluster_7,"
"24675","Acan",813,8.38144329896907,763,7.8659793814433,50,0.51546391752577,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,"
"24688","Pdlim4",813,8.38144329896907,802,8.2680412371134,11,0.113402061855671,"NAcluster_5,","NAcluster_7,"
"24746","Jund",812,8.37113402061856,808,8.3298969072165,4,0.0412371134020599,"NAcluster_6,","NAcluster_5,"
"24760","Ctsa",812,8.37113402061856,802,8.2680412371134,10,0.103092783505161,NA,"NAcluster_7,"
"24821","Isg15",811,8.36082474226804,808,8.3298969072165,3,0.0309278350515392,"NAcluster_4,",NA
"24850","Serping1",811,8.36082474226804,809,8.34020618556701,2,0.0206185567010291,"NAcluster_1,cluster_2,cluster_3,cluster_4,","NAcluster_6,cluster_7,"
"24903","Col14a1",810,8.35051546391752,761,7.84536082474227,49,0.505154639175249,"NAcluster_3,cluster_4,",NA
"25044","Epas1",808,8.3298969072165,805,8.29896907216495,3,0.0309278350515516,"NAcluster_2,cluster_3,","NAcluster_7,"
"25066","Alcam",808,8.3298969072165,797,8.21649484536083,11,0.113402061855671,"NAcluster_2,","NAcluster_7,"
"25088","Gas1",808,8.3298969072165,790,8.14432989690722,18,0.185567010309281,"NAcluster_4,cluster_5,","NAcluster_7,"
"25113","Atp1a2",808,8.3298969072165,803,8.27835051546392,5,0.0515463917525807,"NAcluster_1,cluster_7,","NAcluster_5,"
"25114","Tagln2",808,8.3298969072165,800,8.24742268041237,8,0.0824742268041305,"NAcluster_1,cluster_3,cluster_5,","NAcluster_6,cluster_7,"
"25127","Id2",807,8.31958762886598,786,8.10309278350515,21,0.216494845360829,"NAcluster_1,cluster_7,","NAcluster_4,cluster_5,"
"25186","Cytl1",807,8.31958762886598,803,8.27835051546392,4,0.0412371134020599,"NAcluster_7,","NAcluster_1,cluster_2,cluster_3,"
"25195","Fam180a",807,8.31958762886598,801,8.25773195876289,6,0.0618556701030908,"NAcluster_7,","NAcluster_1,"
"25458","Rhoj",804,8.28865979381443,787,8.11340206185567,17,0.17525773195876,"NAcluster_1,cluster_3,",NA
"25537","Fstl1",802,8.2680412371134,795,8.19587628865979,7,0.0721649484536098,"NAcluster_1,cluster_2,cluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"25547","Fbln2",802,8.2680412371134,801,8.25773195876289,1,0.0103092783505101,"NAcluster_2,cluster_3,cluster_4,cluster_5,","NAcluster_6,cluster_7,"
"25571","Prelp",802,8.2680412371134,793,8.17525773195876,9,0.0927835051546388,"NAcluster_7,","NAcluster_3,"
