,A1_CRRA190009494,A2_CRRA190009495,A3_CRRA190009496,A4_CRRA190009497,B1_CRRA190009498,B2_CRRA190009499,B3_CRRA190009500,B4_CRRA190009501,D1_CRRA190009506,D2_CRRA190009507,D3_CRRA190009508,D4_CRRA190009509
Xkr4,11.6365208224947,7.01004404828303,13.0540298576948,7.2411012066353,10.489316483285,7.45520814511643,8.94322337372568,8.47910440041389,5.10048204033349,4.49963466801205,12.6419929757729,4.97983102562964
Rp1,0,0,1.0041561428996,0,5.64809349099962,0,2.6829670121177,0,2.0401928161334,7.19941546881927,4.21399765859097,0.995966205125929
Sox17,0,0,0,0,0,0,0,0,0,0,0,0
Mrpl15,843.647759630868,791.133542591942,1061.39304304487,1017.89194104702,810.904851207803,834.98331225304,863.9153779019,944.94907929057,997.654287089231,962.921818954578,1065.08790820887,902.345381844091
Lypla1,3462.83465476072,3235.63604571464,3476.3885667184,3451.936389506,2832.92232098567,3034.26971506239,3067.52561718791,3255.03396704778,3043.96768167103,3191.14090655414,3154.17724745534,3079.52750624937
Tcea1,3997.14490252694,4105.88294256577,4175.28124217652,3807.78479166065,3588.15310778219,3757.42490513868,4002.98678207961,4010.61638139577,3714.17102177085,4081.16864388693,3812.61438161018,3777.69981604265
Rgs20,1.93942013708246,0,3.01246842869879,1.03444302951933,0.806870498714231,0.931901018139554,0,0,1.0200964080667,0,4.21399765859097,0
Atp6v1h,2569.73168163425,2504.58859496512,2696.15924368542,2630.58862406765,2545.6764234434,2543.15787850284,2564.02214124715,2608.73778719401,2197.28766297567,2239.9181377364,2342.98269817658,2369.40360199458
Oprk1,0,0,0,0,3.22748199485693,0,0,0.942122711157099,0,0,0,0
Npbwr1,0,0,0,0,0,0,0,0,0,0,0,0
Rb1cc1,3087.55685823527,3019.3261150819,2646.95559268334,2564.38427017842,2680.42379672868,2693.19394242331,2857.35986790535,2881.01125071841,3067.42989905656,3066.05106278341,2791.77344881652,3160.20076886457
Fam150a,0,0,0,0,0,0,0,0,0,0,0,0
St18,1.93942013708246,0,0,0,0,0,0,0,0,0,0,0
Pcmtd1,3402.71263051117,3431.91727906656,3325.76514528346,3279.18440357627,3109.67890204465,3351.11606122983,3679.24209595074,3606.44573830938,3104.15336974696,3233.43747243346,2891.85589320806,3174.14429573633
Sntg1,0,0,0,0,0,0,0,0,0,0,0,0
Rrs1,938.679346347908,863.236852802853,1026.24757804339,1080.9929658477,904.501829058653,982.223673119089,973.917025398726,1183.30612521332,810.976644413025,865.729710125518,888.100006548048,894.377652203084
Adhfe1,93.0921665799579,89.1277028995985,94.3906774325621,77.5832272139496,88.7557548585655,95.0539038502345,73.3344316645506,88.5595348487673,107.110122847003,113.390793633904,96.9219461475924,117.52401220486
2610203C22Rik,1.93942013708246,18.0258275527278,6.02493685739758,2.06888605903866,12.1030574807135,5.59140610883732,4.47161168686284,16.0160860896707,6.12057844840019,8.99926933602409,23.1769871222504,8.96369584613336
3110035E14Rik,2.90913020562368,1.00143486404043,4.01662457159839,1.03444302951933,0,0,1.78864467474514,0,0,1.79985386720482,0,0
Mybl1,322.913452824229,353.506507006273,305.263467441477,289.644048265412,240.447408616841,242.294264716284,238.784064078476,188.42454223142,577.374566965751,526.457256157409,474.074736591485,407.350177896505
Vcpip1,2560.03458094884,2524.61729224593,2263.36794609569,2430.94111937042,2113.19383613257,2439.71686548935,2422.71921194229,2667.14939528575,2609.40661183461,2650.2848194591,2290.30772744419,2609.43145742993
1700034P13Rik,0,5.00717432020216,4.01662457159839,8.27554423615463,0.806870498714231,7.45520814511643,8.04890103635311,2.8263681334713,3.06028922420009,2.69978080080723,5.26749707323872,13.943526871763
Sgk3,203.639114393658,185.26544984748,184.764730293526,155.166454427899,127.485538796849,189.175906682329,155.612086702827,156.392370052078,181.577160635872,158.387140314024,204.378886441662,182.261815538045
Mcmdc2,0.969710068541228,0,1.0041561428996,0,9.68244598457078,0,0.894322337372568,0,0,4.49963466801205,5.26749707323872,0
Snhg6,266.670268848838,326.467765677181,330.367371013967,327.918440357627,401.821508359687,354.12238689303,355.045967936909,342.932666861184,283.586801442542,330.273184632084,376.099291029244,346.596239383823
Snord87,1.93942013708246,0,0,1.03444302951933,0.806870498714231,0.931901018139554,1.78864467474514,0,0,0,3.16049824394323,0
Tcf24,0.969710068541228,3.0043045921213,1.0041561428996,0,0.806870498714231,0,1.78864467474514,0,6.12057844840019,0,2.10699882929549,0
Ppp1r42,3.87884027416491,1.00143486404043,2.00831228579919,1.03444302951933,4.84122299228539,4.65950509069777,3.57728934949027,0.942122711157099,9.18086767260029,0.899926933602409,0,0
Cops5,1920.02593571163,2086.99025666026,2095.67387023146,2164.05481775444,1900.98689497073,1857.27872915213,2073.93350036698,1988.82104325264,2267.67431513227,2067.13216648473,2278.71923388307,2184.15388784116
Cspp1,438.308950980635,426.611252081224,469.945074877011,422.052756043886,766.52697377852,641.147900480013,661.7985296557,483.308950823592,616.138230472286,534.556598559831,549.926694446122,554.753176255142
Arfgef1,3588.89696367108,3427.9115396104,3240.411873137,3413.66199741378,3446.14390000848,3842.22789778938,3576.3950271529,3494.33313568168,3439.76508800091,3445.82022876362,3256.36669067618,3399.23265809479
Cpa6,4.84855034270614,2.00286972808087,4.01662457159839,3.10332908855799,2.42061149614269,0,0.894322337372568,1.8842454223142,2.0401928161334,0,0,1.99193241025186
Mir467e,0,0,0,0,0,0,0,0,0,0,0,0
Prex2,719.524870857591,694.99579564406,671.78045959983,711.696804309298,601.118521542102,841.506619380017,789.686623899977,777.251236704607,608.997555615819,531.856817759024,552.033693275418,649.369965742105
A830018L16Rik,0,3.0043045921213,0,0,0,1.86380203627911,0,0,0,0,0,0
Mir6341,0,0,0,0,0,0,0,0,0,0,0,0
Gm17644,0,0,0,0,0,0,0,0,0,0,0,0
Sulf1,10178.0768794087,10587.1693826355,9143.84583724373,9843.75986890593,10130.2591113572,11889.1931894244,11470.5782991406,11584.3408563877,10275.4311184559,11421.8726412818,10596.097112527,10520.3910247452
Slco5a1,0,6.0086091842426,0,1.03444302951933,0,0,3.57728934949027,0,0,2.69978080080723,0,0
Prdm14,0,0,0,0,0,0.931901018139554,0,0,0,0,0,0
Ncoa2,2552.27690040051,2460.52546094734,2383.86668324364,2295.42908250339,2527.92527247169,2587.88912737354,2570.28239760876,2499.45155269978,2202.388145016,2312.81221935819,2056.4308573924,2285.74244076401
Tram1,4660.42658940914,4420.33348987447,4023.65366459868,4031.22448603682,3455.01947549434,4197.28218570055,3681.03074062549,3953.14689601519,4753.64926159081,4390.74350904615,4220.31865507886,4301.57803993889
Lactb2,1437.1103215781,1380.97867751176,1347.57754377126,1297.19155901724,1570.16999049789,1719.35737846748,1524.81958522023,1401.87859420176,1216.97501482357,1291.39514971946,1238.91531162575,1321.64715420211
Xkr9,0,0,0,3.10332908855799,0,0,0.894322337372568,0,0,1.79985386720482,0,0
Gm5523,0,0,0,0,0,0,0,0,0,0,0,0
Eya1,54.3037638383088,50.0717432020216,61.2535247168754,38.2743920922152,51.6397119177108,37.2760407255821,45.610439206001,36.7427857351269,98.9493515824697,98.991962696265,75.8519578546375,101.588552922845
Msc,0,0,0,0,0,0,0,0,0,0,0,0
Trpa1,0,0,0,0,0,0,3.57728934949027,1.8842454223142,0,0,0,0
Kcnb2,0,0,0,0,0,0,0,0,0,0,0,0
Terf1,244.366937272389,276.396022475159,242.001630438803,255.507428291274,270.301617069268,266.523691187912,248.621609789574,238.357045922746,446.802226733214,423.865585726735,404.543775224734,354.563969024831
Sbspon,2.90913020562368,0,2.00831228579919,10.3444302951933,14.5236689768562,3.72760407255821,9.83754571109825,0,4.08038563226679,2.69978080080723,1.05349941464774,2.98789861537779
4930444P10Rik,0,0,0,0,1.61374099742846,0,0,0,0,0,0,0
Rpl7,28536.6278970313,30725.0230636245,31915.0946897779,29288.1854947807,27292.3946190089,28199.3248089029,29245.2347544203,30855.4609131062,31513.8383344045,32286.6785968536,30375.5486225384,30679.7429826991
Rdh10,459.642572488542,445.638514497993,405.679081731437,505.842641434952,376.001652400832,385.807021509775,435.534978300441,618.032498519057,288.687283482876,305.975157424819,328.691817370096,352.572036614579
Stau2,352.974464949007,340.487853773747,325.346590299469,319.642896121472,298.542084524266,297.276424786518,313.907140417771,304.305635703743,370.294996128211,302.375449690409,347.654806833755,307.753557383912
Ube2w,1847.29768057104,1809.59279932106,1744.2192202166,1706.83099870689,1581.46617747989,1640.14579192561,1670.59412621196,1963.38373005139,1514.84316597905,1551.47403353055,1721.41804353441,1710.07397420122
Tceb1,1370.20032684875,1419.03320234529,1702.04466221482,1548.56121519043,1257.10423699677,1339.14176306654,1480.1034683516,1530.00728291913,1563.80779356625,1317.49303079393,1585.51661904485,1505.9009021504
D030040B21Rik,0,0,2.00831228579919,0,3.22748199485693,0,0,0,0,0,0,0
Tmem70,1171.4097627978,1130.61996150165,1142.72969061974,1086.16518099529,1005.36064139793,1014.84020875397,989.12050513406,1162.57942556786,1294.50234183664,1199.60260249201,1296.85777943137,1258.90128327917
Ly96,120.244048499112,115.16500936465,94.3906774325621,134.477593837513,167.82906373256,106.236716067909,171.709888775533,150.739633785136,198.918799573006,170.086190450855,146.436418636036,113.540147384356
Jph1,53.3340537697675,86.1233983074772,67.278461574273,85.8587714501043,89.5626253572797,99.7134089409322,92.1152007493745,64.0643443586827,77.5273270130691,41.3966389457108,40.0329777566143,45.8144454357927
Gdap1,2.90913020562368,4.00573945616173,6.02493685739758,2.06888605903866,4.03435249357116,0.931901018139554,4.47161168686284,1.8842454223142,7.14067485646689,5.39956160161446,10.5349941464774,8.96369584613336
Pi15,1504.99002637599,1422.03750693741,1320.46532791297,1442.01358314994,1311.16456041063,1394.12392313677,1412.13497071128,1465.00081584929,839.539343838893,952.122695751349,1013.46643689113,1296.74799907396
Gm16070,0,0,0,0,3.22748199485693,0,0,0,0,0,0,0
Crispld1,0,0,7.02909300029718,1.03444302951933,1.61374099742846,1.86380203627911,4.47161168686284,0,1.0200964080667,0,3.16049824394323,3.98386482050371
Crisp4,0,0,0,0,0,0,0,0,0,0,0,0
Defb44-ps,0,0,0,0,0,0,0,0,0,0,0,0
Defb18,0,0,0,0,0,0,0,0,0,0,0,0
Defb41,0,0,0,0,0,0,0,0,0,0,0,0
Gm15386,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2d,0,0,0,0,0,0,0,0,0,0,0,0
Tfap2b,0,0,0,0,0,0,0,0,0,0,0,0
Pkhd1,0,4.00573945616173,0,0,4.03435249357116,4.65950509069777,1.78864467474514,6.59485897809969,9.18086767260029,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0,0,0,0
Linc-md1,0,0,0,0,0,0,0,0,0,0,0,0
Mir206,0,0,0,0,0,0,0,0,0,0,0,0
Mir133b,0,0,0,0,0,0,0,0,0,0,0,0
Il17a,0,0,0,0,0,0,0,0,0,0,0,0
Il17f,0,0,0,0,0,0,0,0,0,0,2.10699882929549,0
Mcm3,1726.08392200339,1751.50957720672,1598.61657949616,1426.49693770715,1020.6911808735,1011.11260468142,1045.46281238853,735.797837413694,2122.8206251868,1960.94078831965,1824.66098616989,1499.92510491965
6720483E21Rik,6.78797047978859,9.0129137763639,13.0540298576948,4.13777211807731,33.8885609459977,22.3656244353493,12.5205127232159,10.3633498227281,11.2210604887337,5.39956160161446,30.5514830247846,6.9717634358815
Paqr8,332.610553509641,278.39889220324,272.126314725791,334.125098534743,274.335969562839,257.204681006517,276.345602248123,309.016249259529,347.852875150744,349.171650237735,370.831793956006,346.596239383823
Efhc1,140.607959938478,124.177923141014,104.432238861558,139.649808985109,115.382481316135,95.0539038502345,135.93699528063,132.839302273151,122.411568968004,143.088382442783,156.971412782514,141.427201127882
Tram2,516.855466532474,420.602642896982,434.799609875525,447.913831781869,420.379529830115,469.678113142335,407.810985841891,432.434324421108,481.485504607482,469.761859340458,365.564296882767,439.221096460535
Tmem14a,265.700558780296,302.433328940211,304.259311298578,308.26402279676,335.65812746512,275.842701369308,316.590107429889,353.296016683912,364.174417679811,295.17603422159,401.38327698079,339.624475947942
Gsta3,188.123753296998,293.420415163847,273.13047086869,242.059668907523,233.185574128413,357.849990965589,286.183147959222,439.971306110365,148.934075577738,139.488674708373,147.489918050684,184.253747948297
Gm4956,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1a,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1c,0,0,0,0,0,0,0,0,0,0,0,0
Khdc1b,0,0,0,0,0,0,0,0,0,0,0,0
Kcnq5,12.606230891036,23.03300187293,20.0831228579919,27.9299617970219,35.5023019434262,34.4803376711635,28.6183147959222,14.1318406673565,27.5426030178009,35.097150410494,24.2304865368981,20.9152903076445
Rims1,0,0,0,0,0,0,0,0,0,0,0,0
4933415F23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Mir30a,0,0,0,0,0,2.79570305441866,0.894322337372568,0,0,0,0,0
Mir30c-2,0,0,0,0,0,0,0,0,0,0,0,0
Ogfrl1,169.699261994715,173.248231478995,137.569391577245,171.717542900209,150.077912760847,174.265490392096,152.034797353337,136.607793117779,184.637449860072,211.482829396566,133.794425660263,144.41509974326
B3gat2,11.6365208224947,22.0315670088895,11.0457175718956,18.6199745313479,50.0259709202823,20.5018223990702,17.8864467474514,17.9003315119849,18.3617353452006,15.298757871241,14.7489918050684,7.96772964100743
Smap1,1440.01945178372,1257.80218923478,1304.39882962658,1408.91140620533,1465.27682566504,1447.24228117073,1529.29119690709,1377.38340371168,1246.55781065751,1164.50545208152,1307.39277357785,1268.86094533043
Sdhaf4,317.095192412981,319.457721628898,472.95754330571,406.536110601096,333.237515968978,314.05064311303,464.153293096363,445.624042377308,320.310272132943,324.87362303047,524.642708494576,471.092015024564
Fam135a,1286.80526095421,1238.77492681802,1065.40966761647,1173.05839547492,1491.0966816239,1429.53616182608,1406.76903668705,1169.17428454596,1242.47742502524,1147.40684034307,1275.78779113842,1370.44949825328
Col9a1,0,0,0,0,0,0,0,0,0,0,0,0
Col19a1,0,0,3.01246842869879,0,2.42061149614269,0,1.78864467474514,0,3.06028922420009,1.79985386720482,0,0.995966205125929
Lmbrd1,3257.25612022998,3509.02776359768,3254.47005913759,3345.38875746551,2720.76732166439,3097.63898429588,3336.71664073705,3413.31058252217,3077.63086313723,3115.54704413154,3014.06182530719,3232.90630183876
Adgrb3,1.93942013708246,0,0,0,0,0,0,0,4.08038563226679,0,0,0
Gm20172,0,0,0,0,0,0,0,0,0,0,0,0
4931408C20Rik,0,0,0,0,0,0,0,0,0,0,0,0
Gm597,0,0,0,0,0,0,0,0,0,0,0,0
Mir6342,0,0,0,0,0,0,0,0,0,0,0,0
Phf3,4083.44909862711,4007.74232588981,3680.23226372702,3742.61488080093,4136.82504690786,4226.17111726287,4106.72817321483,4087.87044371065,4572.07210095494,4469.03715226956,3825.25637458596,4196.00562219554
Ptp4a1,225.942445970106,231.33145359334,186.773042579325,241.025225878004,190.421437696559,228.315749444191,270.085345886515,278.868322502501,282.566705034475,258.279029943891,195.95089112448,246.003652666104
Gm13363,0,0,0,0,0,0,0,0,0,0,0,0
4931428L18Rik,0,0,0,0,0,0,0,0,0,0,0,0
Lgsn,0,0,0,0,0,0,0,0,0,0,0,0
Pih1d3,0,0,0,0,0,0,0,0,0,0,0,0
Gm4850,0,0,0,0,0,0,0,0,0,0,0,0
Khdrbs2,0,0,0,0,0,0,0,0,0,0,0,0
Gm9839,0,0,0,0,0,0,0,0,0,0,0,0
Gm5415,0,0,0,0,0,0,0,0.942122711157099,0,0,0,0
Prim2,690.433568801354,836.198111473761,749.100482603099,676.525741305641,554.320032616677,488.316133505126,447.161168686284,445.624042377308,1032.3375649635,977.320649892216,958.684467329447,732.035160767558
1700001G17Rik,12.606230891036,11.0157835044448,21.0872790008915,22.7577466494252,9.68244598457078,15.8423173083724,16.9921244100788,7.53698168925679,21.4220245694007,3.59970773440964,14.7489918050684,8.96369584613336
Rab23,969.710068541228,961.377469478815,961.981584897814,974.445333807207,965.017116462221,1061.43525966095,915.786073469509,869.579262398003,992.553805048898,956.622330419361,982.914953866345,916.288908715854
Bag2,461.581992625624,557.799219270521,512.119632878794,456.189376018024,517.203989675822,533.047382375825,424.80311025197,449.392533221936,439.661551876747,358.170919573759,411.918271127268,375.479259332475
Zfp451,1283.89613074859,1235.77062222589,1205.99152762242,1128.57734520559,1430.58139422033,1272.04488976049,1319.12544762454,1218.16466552613,1093.5433494475,1230.20011823449,1097.74639006295,1209.10297302288
Gm15455,8.72739061687105,1.00143486404043,8.03324914319677,6.20665817711597,8.06870498714231,3.72760407255821,4.47161168686284,1.8842454223142,2.0401928161334,4.49963466801205,4.21399765859097,3.98386482050371
Bend6,86.3041961001693,89.1277028995985,66.2743054313734,55.8599235940437,53.2534529151393,92.2582007958158,50.9763732302364,54.6431172471118,114.25079770347,99.8918896298674,86.386952001115,73.7014991793187
Dst,13449.8786506668,18251.1503971369,12589.1055635322,18631.3534046726,22491.5151516592,27027.9252291015,28156.8444698379,21231.6774186364,15226.9790832116,13391.8126989375,13320.4465988061,18401.4716059067
Mir6896,0,0,0,0,0,0,0,0,0,0,0,0
Mir5103,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc115,357.823015291713,366.525160238798,427.770516875228,404.467224542057,460.723054765826,478.065222305591,450.738458035774,439.029183399208,340.712200294277,339.272453968108,343.440809175164,315.721287024919
Imp4,775.768054832982,687.985751595777,756.129575603396,755.14341154911,630.972729994529,784.660657273504,676.107687053661,669.849247632697,683.464593404688,791.035774636518,766.947573863557,754.942383485454
Ptpn18,0.969710068541228,0,0,0,0.806870498714231,0,0,0,0,3.59970773440964,3.16049824394323,0
Prss39,0,0,0,0,0,0,0,0,0,0,0,0
Cfc1,0,0,0,0,0,0,0,0,0,0,0,0
Prss40,0,0,0,0,0,0,0,0,0,0,0,0
Amer3,0,0,0,0,0,0,0,0,0,0,0,0
AA619741,0,0,0,0,0,0,0,0,0,0,0,0
Arhgef4,333.580263578182,359.515116190515,340.408932442963,357.917288213688,316.293235495979,358.781891983728,349.680033912674,421.128851887223,308.069115236143,332.972965432891,324.477819711505,334.644644922312
Fam168b,6933.42699006978,6609.47010266686,6745.92096799949,6979.38712016691,6295.20363096843,6879.29331590618,6931.89243697477,6937.79164496088,6084.87507411786,6607.26354650889,6225.12804115352,6477.76419813904
Plekhb2,3844.90042176597,3816.46826685809,3615.96627058145,3686.75495720689,3197.6277864045,3708.96605219542,3257.12195271089,3572.52932070772,2752.22010896395,2940.96121901267,2812.84343710948,2836.51175219864
Hs6st1,1096.74208752013,1225.75627358549,1219.04555748011,1191.67837000627,1135.26679169092,1341.00556510282,1264.57178504481,1268.09716921746,785.474234211358,852.230806121482,750.091583229193,784.821369639232
Uggt1,7126.39929370948,7619.91788048365,6630.44301156604,7222.48123210395,5635.99043351891,6302.4465856778,6368.46936443006,6918.94919073774,7673.16518147771,7663.77776655812,7104.80005238438,7070.36409018897
Mir6897,0,0,0,0,0,0,0,0,0,0,0,0
Neurl3,1.93942013708246,0,0,0,0,0,1.78864467474514,1.8842454223142,8.16077126453359,11.6990501368313,4.21399765859097,3.98386482050371
Arid5a,98.9104269912052,93.1334423557602,153.635889863638,89.9965435681816,118.609963310992,146.30845984791,126.993771906905,102.691375516124,226.461402590807,205.183340861349,188.576395221946,164.334423845778
Kansl3,2777.24963630208,2515.60437846957,2532.48179239278,2481.62882781687,2665.09325725311,2604.66334570005,2636.46225057433,2453.28753985309,2951.13890853696,3097.54850545949,2909.76538325707,3085.50330348013
Mir6898,0,0,0,0,0,0,0,0,0,0,0,0
Fer1l5,326.792293098394,248.355846282027,314.300872727574,263.782972527429,279.177192555124,267.455592206052,265.613734199653,293.000163169858,275.426030178009,242.080345139048,257.053857174049,258.951213332741
Lman2l,928.982245662496,944.353076790128,856.545189893356,842.036626028733,841.565930158943,848.961827525133,782.532045200997,776.30911399345,902.785321139028,975.520796025012,962.898464988038,846.571274357039
Cnnm4,249.215487615096,231.33145359334,169.702388150032,165.510884723093,202.524495177272,215.269135190237,152.034797353337,160.160860896707,261.144680465075,275.377641682337,191.736893465889,267.914909178875
Cnnm3,930.921665799579,798.143586640225,826.420505606368,806.865563025076,930.321685017509,803.298677636295,778.954755851507,920.453888800486,793.635005475891,712.742131413108,786.964062741864,737.014991793187
Ankrd23,83.3950658945456,74.106179938992,104.432238861558,80.6865563025076,208.979459166986,133.261845593956,143.091573979611,77.2540623148821,49.9847239952682,98.0920357626626,107.45694029407,83.661161230578
Ankrd39,177.456942543045,233.334323321421,176.731481150329,219.301922258098,230.76496263227,257.204681006517,204.799815258318,221.398837121918,143.833593537404,170.086190450855,162.238909855753,238.035923025097
Sema4c,1099.65121772575,1103.58122017256,1160.80450119193,1088.23406705433,1152.21107216392,865.736045851645,1083.02435055818,1270.92353735093,1419.97420002884,1373.28850067728,1582.35612080091,1444.1509974326
Fam178b,13.5759409595772,9.0129137763639,11.0457175718956,19.6544175608672,10.489316483285,17.7061193446515,21.4637360969416,14.1318406673565,30.602892242001,26.0978810744699,40.0329777566143,34.8588171794075
Cox5b,1411.89785979603,1528.1896025257,2507.37788882029,2350.25456306791,1500.77912760847,1409.034339427,2129.38148528408,2135.79218619314,2031.0119484608,1828.6515290801,2066.96585153887,1635.37650881677
Actr1b,3109.86018981172,3062.38781423564,3304.67786628257,3449.86750344696,3000.75138471823,3143.30213418471,3178.42158702211,3410.4842143887,3441.80528081704,3357.62738927059,3346.96764033588,3384.29316501791
4933424G06Rik,0.969710068541228,0,2.00831228579919,6.20665817711597,6.45496398971385,0,0,1.8842454223142,0,4.49963466801205,5.26749707323872,0.995966205125929
Zap70,0,3.0043045921213,0,0,3.22748199485693,0,0,2.8263681334713,5.10048204033349,0,0,1.99193241025186
Tmem131,4554.72819193815,4632.63768105104,3942.31701702382,4243.28530708829,3956.08605519588,4201.94169079125,4219.41278772377,4606.98005755821,5034.17577380916,4977.49586975493,4336.20359069011,5028.63336968081
Cnga3,0,0,0,0,0,0,0,0,3.06028922420009,0,2.10699882929549,0
Inpp4a,672.009077499071,625.89679002527,540.236004879983,569.97810926515,807.677369212946,802.366776618156,731.55567197076,616.148253096743,706.926810790222,592.151922310385,642.634642935124,643.39416851135
Coa5,3624.77623620711,3345.79388075909,3418.14751043023,3492.27966765725,2739.32534313482,3051.97583440704,2962.88990371532,3370.9150605201,3609.10109173998,3682.50101230106,3479.7085665815,3559.58321712007
Unc50,1053.10513443577,993.423385128109,1261.22011548189,1270.29604024974,1446.71880419462,1177.9228869284,1292.29577750336,1248.31259228316,941.548984645563,933.224230145698,1131.45837133168,1079.62736635651
Mgat4a,340.368234057971,337.483549181626,277.147095440289,258.610757379832,258.198559588554,245.089967770703,239.678386415848,311.842617393,497.807047136549,399.56755851947,376.099291029244,409.342110306757
4930594C11Rik,0.969710068541228,5.00717432020216,0,1.03444302951933,4.03435249357116,2.79570305441866,1.78864467474514,0,1.0200964080667,0.899926933602409,0,0
2010300C02Rik,108.607527676618,61.0875267064664,57.236900145277,82.7554423615463,75.8458268791378,64.3011702516292,87.6435890625116,54.6431172471118,98.9493515824697,100.79181656347,131.687426830968,133.459471486874
Tsga10,141.577670007019,107.153530452326,129.536142434048,109.650961129049,160.567229244132,165.878381228841,159.189376052317,107.401989071909,113.230701295404,141.288528575578,97.9754455622402,107.5643501536
Lipt1,180.366072748668,177.253970935157,234.972537438506,170.683099870689,169.442804729989,161.218876138143,179.758789811886,204.440628321091,168.315907331005,178.185532853277,194.897391709833,184.253747948297
Mitd1,375.277796525455,455.652863138397,447.85363973322,409.639439689654,512.362766683537,427.742567326055,422.120143239852,358.948752950855,450.882612365481,452.663247602012,442.469754152052,435.237231640031
Mrpl30,1218.92555615632,1154.65439823862,1327.49442091327,1248.57273662983,1136.07366218964,1104.30270649537,1191.23735338026,1233.23862890464,1411.81342876431,1413.78521268938,1447.508195726,1294.75606666371
Lyg2,0,0,0,0,0,0,0,0,0,0.899926933602409,0,1.99193241025186
Lyg1,0,0,0,0,0,0,0,0,0,0,0,0
Txndc9,2310.81909333375,2414.45945720148,2327.63393924127,2270.60244979493,2034.92739775729,2224.44773029911,2116.86097256087,2332.69583282498,2404.36723381321,2508.99629088352,2218.66976724815,2411.23418260987
Eif5b,5463.34652616128,5212.46846733045,4891.24457206394,5260.14280510578,5277.73993208979,5542.01535487592,5399.91827305556,5021.51405046734,5843.11222540605,5535.45056858842,5183.2171200669,5724.81374706384
Rev1,973.588908815393,1028.47360536952,934.869369039525,841.002182999214,1073.13776328993,1035.34203115304,1008.79559655626,844.141949196761,920.126960076162,869.329417859927,1005.03844157395,945.171928664506
Aff3,1852.14623091375,1901.72480681278,1645.81191821244,1594.07670848929,1332.95006387591,1402.51103230003,1423.76116109713,1576.17129576583,1704.58109787945,1787.25489013438,1780.41401075469,2009.85980194412
Lonrf2,63.0311544551798,83.1190937153559,60.2493685739758,55.8599235940437,61.3221579022816,52.186457015815,79.5946880261585,65.0064670698398,60.1856880759352,50.3959082817349,50.5679719030917,73.7014991793187
Chst10,72.7282551405921,73.1047450749516,71.2950861458714,77.5832272139496,56.4809349099962,54.0502590520941,58.1309519292169,66.890712492154,70.3866521566022,89.0927664266385,86.386952001115,67.7257019485632
Nms,0,0,0,0,0,0,0,0,0,0,0,0
Pdcl3,1268.38076965193,1147.64435419034,1474.10121777661,1486.49463341928,1295.02715043634,1290.68291012328,1421.07819408501,1500.80147887326,1334.28610175124,1330.09200786436,1589.73061670345,1479.009814612
Mir6349,0,0,0,0,0,0,0,0,0,0,0,0
Npas2,18.4244913022833,20.0286972808087,16.0664982863935,13.4477593837513,10.489316483285,18.6380203627911,18.7807690848239,6.59485897809969,13.2612533048671,34.1972234768916,27.3909847808413,12.9475606666371
Rpl31,7425.06999482018,8456.11599195741,10247.4134382904,9894.44757735238,8256.70581334273,8300.442368569,9287.53747361412,9376.00522143545,8962.56704127401,8876.87927305416,9835.47053515133,8714.70429485188
Tbc1d8,138.668539801396,126.180792869095,132.548610862747,141.718695044148,144.429819269847,100.645309959072,149.351830341219,142.260529384722,144.853689945471,147.588017110795,161.185410441105,139.43526871763
Cnot11,1098.68150765721,1053.50947697054,990.097956899002,1040.64968769644,1019.88431037479,1053.0481504977,1082.13002822081,1156.92668930092,1084.3624817749,1026.81663124035,965.005463817333,1086.59912979239
Snord89,0.969710068541228,10.0143486404043,6.02493685739758,14.4822024132706,12.1030574807135,7.45520814511643,10.7318680484708,3.7684908446284,6.12057844840019,0,2.10699882929549,0.995966205125929
Rnf149,935.770216142285,807.156500416589,915.790402324432,879.276575091429,805.256757716803,779.069251164667,920.257685156372,1027.8558778724,786.494330619424,872.029198660735,873.351014742979,842.587409536536
Creg2,0,0,0,0,0,0,0.894322337372568,0,0,0,3.16049824394323,0
Rfx8,0,0,0,0,0,0,0,0,0,0,0,0
Gm3646,0,0,0,0,0,2.79570305441866,0,0,0,0,1.05349941464774,0
1700066B17Rik,0,1.00143486404043,0,4.13777211807731,0.806870498714231,1.86380203627911,2.6829670121177,2.8263681334713,0,0.899926933602409,0,0
Map4k4,10179.0465894773,9918.21089345645,9843.74266884475,9927.549754297,10900.0135671306,9711.34051003229,10216.7383821442,10090.1342364925,10412.1240371368,9938.79305470501,10120.9688765209,10200.6858728998
Gm16894,0.969710068541228,5.00717432020216,2.00831228579919,3.10332908855799,0.806870498714231,0.931901018139554,5.36593402423541,0.942122711157099,2.0401928161334,0.899926933602409,6.32099648788646,10.9556282563852
Il1r2,0,1.00143486404043,5.02078071449798,4.13777211807731,0,7.45520814511643,0,0,0,0,3.16049824394323,0
